tier,division,summonerName
BRONZE,I,DILJ4JjqJEOLkzIrbu8isaMXsSWskiCkYSjvwt5myzOFtJG9QsTzGCasF4le4zNTybOAF0uh9svQMw
BRONZE,I,nc3_gwpo0Pw-ow07CfLXdiIHL6BsI2DvlxJN1fuSRkKuDJZ-BoebtcZ6MmjT1qe2MEbyi7biCGSYNQ
BRONZE,I,D3siKtGJBUxK0F3TBrMWx-JSna6IpKDWJBBKafSlo56HQ9tEeTnMQsHDP7RUDrCtcI5Y4_hManCRtw
BRONZE,I,FxlBcrgABQK74l4C1czigwmf-YQPI3_PC17zckU_JpsY5AgQ7TZWJczUdjRo6ab9sS_9UwgYUC6W_A
BRONZE,I,_xc4zje4JKAfssshUjdfpNn_Jk3Zapg5mLcH62k6WblfT_Xl33mznFDzqmQNYCTwqAw7Y6IGgscgNg
BRONZE,I,_f9eV227MkdiYX2KwqmUJ5XzIqHM4rno4y2NkrFimeL_15e-vhF4N1sW5mJMhteho3iypMVrbC-cXw
BRONZE,I,0PNPGtsXs-LDFnstt-RpejEJnaBKtz-Bh118BNyzxKpnRIjsR2PJBdDTuKGM2FHS9LWlF-WoNivUeg
BRONZE,I,TH0IF1euHHNK1ezg36N4QU8sUc4n_t4EmwDVqyie14YvUS05s4rz2UtQDLneXwvQhGZkMOh8_ehAQQ
BRONZE,I,gfebQ0-q-1n-trDj5QrNLRQDjUgmEIHaZkffeP3fC4hD5zPjQWgx7h7vRkDeOElXvvaLY8no8eJCEw
BRONZE,I,mJzxo4rVh84j0jNkajv2Y2ovlxezYHrA48_UsQd789u5u1gMKX5XnwcG54CkLhG9a_BCQhGLKXOJ2g
BRONZE,I,MAJscOhCVXMSPdzKsnXYdgFacXKiVrdAn0ifexL3FEqyqhMbo-GFBrlgBBaqZQuBSwNSZ1WkIIytqA
BRONZE,I,mYdjZCLKBBnLY7FUgQxfITppbSrgNTAGX6lKEwRrDVOQAcV_gUQAOcO9jLrmPRlSLwx4VPk_e75eUg
BRONZE,I,rw-od2-La8tbMdIiZ43na-bMbrQ46xmVwHYghSSniAOAaUotZ0lEDszE01X0bPde694mCIL1HHI4dw
